ed,county,ab_military,affidavit,trump_con,trump_rep,fed,harris_dem,harris_wor,manually_counted_emergency,public_counter,scattered,Grand Total,harris_tot,trump_tot,prez_votes,
76066,New York,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
76067,New York,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
76068,New York,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
77001,Bronx,45.0,26.0,7.0,183.0,2.0,394.0,27.0,0.0,548.0,6.0,1238.0,421.0,190.0,619.0,
77002,Bronx,71.0,28.0,9.0,207.0,2.0,531.0,19.0,0.0,675.0,6.0,1548.0,550.0,216.0,774.0,
77003,Bronx,38.0,26.0,18.0,156.0,2.0,499.0,12.0,0.0,626.0,2.0,1379.0,511.0,174.0,690.0,
77004,Bronx,17.0,25.0,2.0,33.0,0.0,119.0,7.0,0.0,121.0,2.0,326.0,126.0,35.0,163.0,
77005,Bronx,35.0,35.0,13.0,192.0,0.0,496.0,16.0,0.0,650.0,2.0,1439.0,512.0,205.0,720.0,
77006,Bronx,31.0,31.0,15.0,165.0,0.0,494.0,19.0,0.0,635.0,3.0,1393.0,513.0,180.0,697.0,
77007,Bronx,39.0,40.0,13.0,218.0,0.0,516.0,12.0,0.0,691.0,4.0,1533.0,528.0,231.0,770.0,
77008,Bronx,62.0,37.0,11.0,162.0,1.0,455.0,14.0,0.0,555.0,7.0,1304.0,469.0,173.0,654.0,
77009,Bronx,41.0,32.0,19.0,211.0,1.0,519.0,15.0,0.0,701.0,6.0,1545.0,534.0,230.0,774.0,
77010,Bronx,40.0,20.0,8.0,208.0,0.0,462.0,21.0,0.0,650.0,6.0,1415.0,483.0,216.0,710.0,
77011,Bronx,31.0,17.0,16.0,208.0,0.0,488.0,12.0,0.0,688.0,3.0,1463.0,500.0,224.0,736.0,
77012,Bronx,37.0,21.0,12.0,148.0,1.0,505.0,21.0,0.0,645.0,8.0,1398.0,526.0,160.0,703.0,
77013,Bronx,75.0,22.0,20.0,181.0,1.0,583.0,14.0,0.0,709.0,2.0,1607.0,597.0,201.0,806.0,
77014,Bronx,50.0,41.0,8.0,143.0,0.0,507.0,16.0,0.0,594.0,4.0,1363.0,523.0,151.0,685.0,
77015,Bronx,8.0,5.0,1.0,21.0,0.0,49.0,3.0,0.0,62.0,,149.0,52.0,22.0,75.0,
77016,Bronx,12.0,8.0,1.0,20.0,0.0,104.0,5.0,0.0,115.0,1.0,266.0,109.0,21.0,135.0,
77017,Bronx,27.0,30.0,6.0,94.0,0.0,379.0,9.0,0.0,441.0,1.0,987.0,388.0,100.0,498.0,
77018,Bronx,24.0,30.0,5.0,113.0,1.0,375.0,16.0,0.0,461.0,5.0,1030.0,391.0,118.0,515.0,
77019,Bronx,37.0,9.0,5.0,101.0,0.0,432.0,10.0,0.0,505.0,1.0,1100.0,442.0,106.0,551.0,
77020,Bronx,19.0,10.0,4.0,56.0,0.0,149.0,5.0,0.0,186.0,1.0,430.0,154.0,60.0,215.0,
77021,Bronx,34.0,71.0,8.0,137.0,0.0,357.0,15.0,0.0,426.0,3.0,1051.0,372.0,145.0,531.0,
77022,Bronx,28.0,40.0,7.0,133.0,1.0,349.0,6.0,0.0,435.0,2.0,1001.0,355.0,140.0,503.0,
77023,Bronx,60.0,28.0,10.0,175.0,1.0,499.0,21.0,0.0,628.0,1.0,1423.0,520.0,185.0,716.0,
77024,Bronx,44.0,29.0,12.0,121.0,0.0,436.0,13.0,0.0,513.0,2.0,1170.0,449.0,133.0,586.0,
77025,Bronx,10.0,8.0,2.0,101.0,0.0,254.0,6.0,0.0,347.0,2.0,730.0,260.0,103.0,365.0,
77026,Bronx,29.0,25.0,6.0,177.0,0.0,371.0,9.0,0.0,512.0,1.0,1130.0,380.0,183.0,566.0,
77027,Bronx,27.0,18.0,6.0,170.0,2.0,403.0,10.0,0.0,551.0,2.0,1189.0,413.0,176.0,596.0,
77028,Bronx,22.0,22.0,6.0,98.0,0.0,283.0,7.0,0.0,360.0,5.0,803.0,290.0,104.0,404.0,
77029,Bronx,4.0,3.0,5.0,43.0,0.0,115.0,3.0,0.0,162.0,2.0,337.0,118.0,48.0,169.0,
77030,Bronx,13.0,4.0,3.0,54.0,1.0,158.0,4.0,0.0,203.0,,440.0,162.0,57.0,220.0,
77031,Bronx,29.0,20.0,6.0,128.0,0.0,358.0,11.0,0.0,464.0,3.0,1019.0,369.0,134.0,513.0,
77032,Bronx,47.0,21.0,7.0,139.0,0.0,392.0,11.0,0.0,490.0,5.0,1112.0,403.0,146.0,558.0,
77033,Bronx,17.0,5.0,8.0,63.0,0.0,178.0,7.0,0.0,240.0,2.0,520.0,185.0,71.0,262.0,
77034,Bronx,17.0,26.0,6.0,91.0,0.0,176.0,3.0,0.0,237.0,1.0,557.0,179.0,97.0,280.0,
77035,Bronx,37.0,28.0,11.0,135.0,0.0,306.0,6.0,0.0,400.0,4.0,927.0,312.0,146.0,465.0,
77036,Bronx,43.0,20.0,3.0,124.0,0.0,280.0,6.0,0.0,353.0,2.0,831.0,286.0,127.0,416.0,
77037,Bronx,35.0,28.0,11.0,120.0,2.0,360.0,19.0,0.0,449.0,3.0,1027.0,379.0,131.0,512.0,
77038,Bronx,20.0,21.0,5.0,88.0,0.0,259.0,6.0,0.0,325.0,4.0,728.0,265.0,93.0,366.0,
77039,Bronx,30.0,21.0,7.0,179.0,0.0,360.0,9.0,0.0,512.0,2.0,1120.0,369.0,186.0,563.0,
77040,Bronx,37.0,12.0,15.0,134.0,1.0,366.0,10.0,0.0,482.0,3.0,1060.0,376.0,149.0,531.0,
77041,Bronx,41.0,35.0,9.0,172.0,0.0,421.0,20.0,0.0,556.0,5.0,1259.0,441.0,181.0,632.0,
77042,Bronx,160.0,20.0,11.0,172.0,0.0,532.0,4.0,0.0,546.0,2.0,1447.0,536.0,183.0,726.0,
77043,Bronx,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,4.0,1.0,1.0,2.0,
77044,Bronx,36.0,28.0,5.0,151.0,0.0,446.0,10.0,0.0,569.0,7.0,1252.0,456.0,156.0,633.0,
77045,Bronx,3.0,4.0,1.0,15.0,0.0,56.0,0.0,0.0,67.0,,146.0,56.0,16.0,74.0,
77046,Bronx,30.0,31.0,1.0,122.0,3.0,354.0,11.0,0.0,437.0,5.0,994.0,365.0,123.0,498.0,
77047,Bronx,37.0,23.0,11.0,134.0,0.0,539.0,29.0,0.0,676.0,15.0,1464.0,568.0,145.0,736.0,
77048,Bronx,14.0,7.0,3.0,59.0,0.0,157.0,2.0,0.0,206.0,4.0,452.0,159.0,62.0,227.0,
77049,Bronx,174.0,23.0,16.0,135.0,5.0,733.0,36.0,0.0,748.0,21.0,1891.0,769.0,151.0,945.0,
77050,Bronx,20.0,20.0,7.0,103.0,2.0,394.0,6.0,0.0,476.0,2.0,1030.0,400.0,110.0,516.0,
77051,Bronx,21.0,17.0,4.0,102.0,3.0,307.0,17.0,0.0,402.0,8.0,881.0,324.0,106.0,440.0,
77052,Bronx,36.0,32.0,8.0,171.0,0.0,507.0,17.0,0.0,659.0,7.0,1437.0,524.0,179.0,727.0,
77053,Bronx,36.0,22.0,11.0,151.0,0.0,424.0,9.0,0.0,555.0,7.0,1215.0,433.0,162.0,613.0,
77054,Bronx,13.0,10.0,2.0,123.0,0.0,232.0,5.0,0.0,343.0,2.0,730.0,237.0,125.0,366.0,
77055,Bronx,21.0,18.0,5.0,67.0,0.0,133.0,4.0,0.0,172.0,,420.0,137.0,72.0,211.0,
77056,Bronx,26.0,19.0,11.0,160.0,0.0,284.0,4.0,0.0,426.0,5.0,935.0,288.0,171.0,471.0,
77057,Bronx,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
77058,Bronx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
77059,Bronx,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
77060,Bronx,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
77061,Bronx,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
77062,Bronx,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
77063,Bronx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
78001,Bronx,52.0,33.0,8.0,135.0,0.0,402.0,16.0,0.0,481.0,3.0,1130.0,418.0,143.0,566.0,
78002,Bronx,63.0,21.0,8.0,133.0,0.0,514.0,20.0,0.0,602.0,4.0,1365.0,534.0,141.0,686.0,
78003,Bronx,31.0,35.0,13.0,160.0,0.0,430.0,9.0,0.0,553.0,,1231.0,439.0,173.0,619.0,
78004,Bronx,18.0,25.0,8.0,102.0,0.0,383.0,15.0,0.0,469.0,2.0,1022.0,398.0,110.0,512.0,
78005,Bronx,35.0,16.0,9.0,131.0,0.0,279.0,12.0,0.0,387.0,4.0,873.0,291.0,140.0,438.0,
78006,Bronx,27.0,27.0,7.0,123.0,0.0,286.0,9.0,0.0,383.0,5.0,867.0,295.0,130.0,437.0,
78007,Bronx,43.0,35.0,18.0,174.0,0.0,414.0,16.0,0.0,551.0,3.0,1254.0,430.0,192.0,629.0,
78008,Bronx,23.0,14.0,9.0,132.0,1.0,249.0,7.0,0.0,370.0,8.0,813.0,256.0,141.0,407.0,
78009,Bronx,17.0,13.0,10.0,102.0,4.0,242.0,12.0,0.0,347.0,10.0,757.0,254.0,112.0,377.0,
78010,Bronx,39.0,41.0,13.0,123.0,1.0,435.0,20.0,0.0,520.0,5.0,1197.0,455.0,136.0,600.0,
78011,Bronx,67.0,24.0,6.0,62.0,2.0,240.0,13.0,0.0,237.0,6.0,657.0,253.0,68.0,328.0,
78012,Bronx,45.0,20.0,12.0,129.0,0.0,260.0,14.0,0.0,360.0,6.0,846.0,274.0,141.0,425.0,
78013,Bronx,26.0,26.0,5.0,87.0,0.0,265.0,7.0,0.0,319.0,2.0,737.0,272.0,92.0,371.0,
78014,Bronx,45.0,14.0,14.0,152.0,0.0,352.0,11.0,0.0,476.0,3.0,1067.0,363.0,166.0,535.0,
78015,Bronx,9.0,5.0,4.0,36.0,0.0,68.0,3.0,0.0,102.0,,227.0,71.0,40.0,116.0,
78016,Bronx,23.0,19.0,6.0,109.0,0.0,245.0,10.0,0.0,339.0,6.0,757.0,255.0,115.0,381.0,
78017,Bronx,39.0,33.0,8.0,232.0,5.0,424.0,8.0,0.0,610.0,10.0,1369.0,432.0,240.0,682.0,
78018,Bronx,47.0,30.0,12.0,213.0,1.0,405.0,8.0,0.0,571.0,4.0,1291.0,413.0,225.0,648.0,
78019,Bronx,37.0,23.0,11.0,147.0,2.0,382.0,22.0,0.0,507.0,4.0,1135.0,404.0,158.0,567.0,
78020,Bronx,35.0,31.0,14.0,174.0,0.0,454.0,15.0,0.0,600.0,6.0,1329.0,469.0,188.0,666.0,
78021,Bronx,34.0,29.0,5.0,188.0,2.0,331.0,18.0,0.0,483.0,4.0,1094.0,349.0,193.0,546.0,
78022,Bronx,37.0,29.0,16.0,216.0,1.0,372.0,23.0,0.0,573.0,6.0,1273.0,395.0,232.0,639.0,
78023,Bronx,41.0,35.0,9.0,161.0,1.0,393.0,23.0,0.0,522.0,11.0,1196.0,416.0,170.0,598.0,
78024,Bronx,13.0,6.0,1.0,22.0,0.0,59.0,2.0,0.0,66.0,1.0,170.0,61.0,23.0,85.0,
78025,Bronx,46.0,33.0,17.0,165.0,4.0,408.0,21.0,0.0,544.0,12.0,1250.0,429.0,182.0,623.0,
78026,Bronx,48.0,31.0,7.0,133.0,2.0,313.0,19.0,0.0,403.0,5.0,961.0,332.0,140.0,482.0,
78027,Bronx,54.0,32.0,16.0,183.0,0.0,407.0,23.0,0.0,559.0,9.0,1283.0,430.0,199.0,645.0,
78028,Bronx,50.0,34.0,17.0,255.0,1.0,538.0,40.0,0.0,786.0,17.0,1738.0,578.0,272.0,870.0,
78029,Bronx,68.0,36.0,13.0,269.0,3.0,498.0,34.0,0.0,717.0,5.0,1643.0,532.0,282.0,821.0,
78030,Bronx,89.0,18.0,13.0,171.0,1.0,476.0,24.0,0.0,598.0,14.0,1404.0,500.0,184.0,705.0,
78031,Bronx,42.0,12.0,7.0,96.0,0.0,259.0,15.0,0.0,327.0,3.0,761.0,274.0,103.0,381.0,
78032,Bronx,53.0,21.0,4.0,100.0,1.0,537.0,21.0,0.0,598.0,8.0,1343.0,558.0,104.0,672.0,
78033,Bronx,56.0,17.0,14.0,204.0,3.0,374.0,12.0,0.0,541.0,7.0,1228.0,386.0,218.0,614.0,
78034,Bronx,26.0,19.0,5.0,205.0,0.0,329.0,16.0,0.0,523.0,5.0,1128.0,345.0,210.0,568.0,
78035,Bronx,31.0,34.0,9.0,199.0,3.0,286.0,17.0,0.0,454.0,3.0,1036.0,303.0,208.0,519.0,
78036,Bronx,88.0,27.0,16.0,201.0,3.0,539.0,15.0,0.0,673.0,11.0,1573.0,554.0,217.0,788.0,
78037,Bronx,121.0,38.0,11.0,230.0,2.0,472.0,14.0,0.0,577.0,5.0,1470.0,486.0,241.0,736.0,
78038,Bronx,26.0,21.0,8.0,123.0,1.0,251.0,13.0,0.0,353.0,,796.0,264.0,131.0,400.0,
78039,Bronx,36.0,37.0,17.0,209.0,4.0,398.0,24.0,0.0,579.0,,1304.0,422.0,226.0,652.0,
78040,Bronx,46.0,32.0,8.0,152.0,0.0,329.0,10.0,0.0,426.0,2.0,1005.0,339.0,160.0,504.0,
78041,Bronx,51.0,15.0,20.0,218.0,0.0,319.0,12.0,0.0,521.0,11.0,1167.0,331.0,238.0,587.0,
78042,Bronx,41.0,12.0,3.0,168.0,2.0,398.0,13.0,0.0,538.0,5.0,1180.0,411.0,171.0,591.0,
78043,Bronx,35.0,36.0,24.0,251.0,0.0,365.0,7.0,0.0,586.0,6.0,1310.0,372.0,275.0,657.0,
78044,Bronx,18.0,17.0,15.0,171.0,1.0,281.0,13.0,0.0,455.0,7.0,978.0,294.0,186.0,490.0,
78045,Bronx,29.0,14.0,3.0,128.0,1.0,266.0,3.0,0.0,360.0,3.0,807.0,269.0,131.0,403.0,
78046,Bronx,52.0,17.0,8.0,162.0,3.0,341.0,13.0,0.0,459.0,5.0,1060.0,354.0,170.0,528.0,
78047,Bronx,35.0,15.0,9.0,218.0,0.0,354.0,14.0,0.0,556.0,2.0,1203.0,368.0,227.0,606.0,
78048,Bronx,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,,4.0,1.0,1.0,2.0,
78049,Bronx,51.0,44.0,13.0,169.0,2.0,431.0,22.0,0.0,555.0,12.0,1299.0,453.0,182.0,650.0,
78050,Bronx,17.0,7.0,7.0,108.0,1.0,153.0,9.0,0.0,260.0,4.0,566.0,162.0,115.0,284.0,
78052,Bronx,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
78053,Bronx,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
78054,Bronx,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
78055,Bronx,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
79001,Bronx,50.0,21.0,8.0,106.0,0.0,493.0,8.0,0.0,549.0,3.0,1238.0,501.0,114.0,620.0,
79002,Bronx,17.0,3.0,4.0,34.0,0.0,65.0,1.0,0.0,86.0,2.0,212.0,66.0,38.0,106.0,
79003,Bronx,43.0,19.0,6.0,108.0,0.0,417.0,16.0,0.0,491.0,1.0,1101.0,433.0,114.0,553.0,
79004,Bronx,31.0,26.0,9.0,132.0,0.0,286.0,7.0,0.0,384.0,2.0,877.0,293.0,141.0,441.0,
79005,Bronx,31.0,53.0,5.0,98.0,1.0,295.0,6.0,0.0,326.0,3.0,818.0,301.0,103.0,410.0,
79006,Bronx,21.0,18.0,5.0,89.0,0.0,234.0,5.0,0.0,303.0,3.0,678.0,239.0,94.0,342.0,
79007,Bronx,8.0,5.0,1.0,14.0,0.0,57.0,2.0,0.0,64.0,,151.0,59.0,15.0,77.0,
79008,Bronx,15.0,15.0,4.0,61.0,0.0,266.0,10.0,0.0,312.0,,683.0,276.0,65.0,342.0,
79009,Bronx,12.0,9.0,3.0,46.0,0.0,144.0,2.0,0.0,176.0,1.0,393.0,146.0,49.0,197.0,
79010,Bronx,34.0,44.0,7.0,114.0,0.0,386.0,2.0,0.0,441.0,5.0,1033.0,388.0,121.0,519.0,
79011,Bronx,17.0,23.0,11.0,106.0,2.0,455.0,7.0,0.0,551.0,4.0,1176.0,462.0,117.0,591.0,
79012,Bronx,43.0,27.0,22.0,146.0,0.0,503.0,17.0,0.0,622.0,1.0,1381.0,520.0,168.0,692.0,
79013,Bronx,33.0,19.0,13.0,80.0,0.0,384.0,13.0,0.0,448.0,5.0,995.0,397.0,93.0,500.0,
79014,Bronx,20.0,59.0,12.0,127.0,0.0,417.0,10.0,0.0,495.0,4.0,1144.0,427.0,139.0,574.0,
79015,Bronx,36.0,26.0,10.0,142.0,0.0,534.0,16.0,0.0,651.0,7.0,1422.0,550.0,152.0,713.0,
79016,Bronx,21.0,9.0,4.0,65.0,0.0,259.0,7.0,0.0,310.0,3.0,678.0,266.0,69.0,340.0,
79017,Bronx,25.0,25.0,6.0,134.0,0.0,351.0,13.0,0.0,459.0,1.0,1014.0,364.0,140.0,509.0,
79018,Bronx,69.0,18.0,6.0,77.0,0.0,338.0,11.0,0.0,351.0,3.0,873.0,349.0,83.0,438.0,
79019,Bronx,16.0,16.0,2.0,53.0,1.0,210.0,5.0,0.0,240.0,,543.0,215.0,55.0,272.0,
79020,Bronx,28.0,26.0,8.0,105.0,1.0,416.0,13.0,0.0,497.0,3.0,1097.0,429.0,113.0,551.0,
79021,Bronx,27.0,8.0,10.0,86.0,1.0,301.0,13.0,0.0,388.0,6.0,840.0,314.0,96.0,423.0,
79022,Bronx,18.0,38.0,10.0,133.0,0.0,405.0,11.0,0.0,514.0,3.0,1132.0,416.0,143.0,570.0,
79023,Bronx,26.0,22.0,9.0,203.0,1.0,414.0,15.0,0.0,600.0,5.0,1295.0,429.0,212.0,648.0,
79024,Bronx,30.0,32.0,6.0,111.0,0.0,343.0,15.0,0.0,420.0,2.0,959.0,358.0,117.0,482.0,
79025,Bronx,24.0,8.0,2.0,82.0,0.0,218.0,6.0,0.0,281.0,,621.0,224.0,84.0,313.0,
79026,Bronx,22.0,21.0,7.0,73.0,0.0,240.0,14.0,0.0,302.0,4.0,683.0,254.0,80.0,345.0,
79027,Bronx,53.0,23.0,12.0,123.0,0.0,454.0,15.0,0.0,540.0,5.0,1225.0,469.0,135.0,616.0,
79028,Bronx,53.0,36.0,12.0,136.0,0.0,552.0,25.0,0.0,657.0,11.0,1482.0,577.0,148.0,746.0,
79029,Bronx,44.0,15.0,9.0,159.0,0.0,495.0,24.0,0.0,635.0,3.0,1384.0,519.0,168.0,694.0,
79030,Bronx,36.0,14.0,6.0,88.0,0.0,344.0,13.0,0.0,409.0,1.0,911.0,357.0,94.0,459.0,
79031,Bronx,29.0,32.0,11.0,109.0,0.0,337.0,13.0,0.0,415.0,5.0,951.0,350.0,120.0,476.0,
79032,Bronx,35.0,43.0,15.0,174.0,2.0,534.0,15.0,0.0,668.0,5.0,1491.0,549.0,189.0,746.0,
79033,Bronx,20.0,22.0,10.0,62.0,0.0,255.0,13.0,0.0,303.0,3.0,688.0,268.0,72.0,345.0,
79034,Bronx,38.0,36.0,11.0,179.0,0.0,430.0,16.0,0.0,572.0,3.0,1285.0,446.0,190.0,646.0,
79035,Bronx,24.0,38.0,17.0,122.0,0.0,478.0,19.0,0.0,580.0,2.0,1280.0,497.0,139.0,642.0,
79036,Bronx,18.0,23.0,12.0,113.0,0.0,358.0,9.0,0.0,462.0,6.0,1001.0,367.0,125.0,503.0,
79037,Bronx,31.0,24.0,14.0,157.0,1.0,470.0,15.0,0.0,617.0,6.0,1335.0,485.0,171.0,672.0,
79038,Bronx,25.0,26.0,11.0,111.0,0.0,350.0,8.0,0.0,440.0,5.0,976.0,358.0,122.0,491.0,
79039,Bronx,18.0,18.0,7.0,85.0,0.0,299.0,8.0,0.0,376.0,4.0,815.0,307.0,92.0,412.0,
79040,Bronx,54.0,26.0,12.0,148.0,0.0,551.0,8.0,0.0,645.0,2.0,1446.0,559.0,160.0,725.0,
79041,Bronx,47.0,41.0,9.0,104.0,0.0,353.0,13.0,0.0,404.0,8.0,979.0,366.0,113.0,492.0,
79042,Bronx,44.0,16.0,10.0,107.0,0.0,343.0,13.0,0.0,424.0,3.0,960.0,356.0,117.0,484.0,
79043,Bronx,71.0,56.0,21.0,166.0,3.0,759.0,36.0,0.0,867.0,7.0,1986.0,795.0,187.0,994.0,
79044,Bronx,58.0,27.0,12.0,120.0,0.0,361.0,24.0,0.0,442.0,2.0,1046.0,385.0,132.0,527.0,
79045,Bronx,38.0,29.0,7.0,107.0,0.0,353.0,17.0,0.0,426.0,3.0,980.0,370.0,114.0,493.0,
79046,Bronx,65.0,47.0,9.0,163.0,0.0,537.0,30.0,0.0,639.0,3.0,1493.0,567.0,172.0,751.0,
79047,Bronx,61.0,27.0,11.0,143.0,1.0,538.0,34.0,0.0,651.0,10.0,1476.0,572.0,154.0,739.0,
79048,Bronx,21.0,4.0,0.0,22.0,0.0,84.0,6.0,0.0,88.0,1.0,226.0,90.0,22.0,113.0,
79049,Bronx,11.0,8.0,2.0,55.0,0.0,154.0,5.0,0.0,199.0,1.0,435.0,159.0,57.0,218.0,
79050,Bronx,23.0,18.0,7.0,114.0,0.0,355.0,21.0,0.0,459.0,1.0,998.0,376.0,121.0,500.0,
79051,Bronx,44.0,29.0,13.0,157.0,0.0,353.0,15.0,0.0,478.0,5.0,1094.0,368.0,170.0,551.0,
79052,Bronx,49.0,28.0,6.0,109.0,0.0,392.0,11.0,0.0,449.0,2.0,1046.0,403.0,115.0,526.0,
79053,Bronx,25.0,17.0,8.0,81.0,0.0,314.0,14.0,0.0,381.0,,840.0,328.0,89.0,423.0,
79054,Bronx,46.0,18.0,14.0,68.0,1.0,586.0,15.0,0.0,630.0,7.0,1385.0,601.0,82.0,694.0,
79055,Bronx,69.0,34.0,17.0,100.0,2.0,732.0,28.0,0.0,784.0,7.0,1773.0,760.0,117.0,887.0,
79056,Bronx,17.0,16.0,8.0,62.0,0.0,410.0,13.0,0.0,467.0,4.0,997.0,423.0,70.0,500.0,
79057,Bronx,14.0,9.0,5.0,64.0,0.0,187.0,9.0,0.0,248.0,3.0,539.0,196.0,69.0,271.0,
79058,Bronx,8.0,6.0,4.0,26.0,1.0,72.0,5.0,0.0,95.0,1.0,218.0,77.0,30.0,109.0,
79059,Bronx,18.0,23.0,4.0,69.0,0.0,223.0,3.0,0.0,260.0,1.0,601.0,226.0,73.0,301.0,
80001,Bronx,8.0,5.0,4.0,37.0,0.0,87.0,5.0,0.0,126.0,1.0,273.0,92.0,41.0,139.0,
80002,Bronx,31.0,31.0,7.0,144.0,0.0,323.0,12.0,0.0,435.0,10.0,993.0,335.0,151.0,497.0,
80003,Bronx,23.0,30.0,18.0,177.0,0.0,309.0,16.0,0.0,491.0,11.0,1075.0,325.0,195.0,544.0,
80004,Bronx,36.0,17.0,22.0,236.0,6.0,190.0,9.0,0.0,407.0,7.0,930.0,199.0,258.0,460.0,
80005,Bronx,30.0,29.0,13.0,184.0,5.0,273.0,19.0,0.0,473.0,42.0,1068.0,292.0,197.0,532.0,
80006,Bronx,58.0,24.0,31.0,314.0,3.0,402.0,31.0,0.0,724.0,25.0,1612.0,433.0,345.0,806.0,
80007,Bronx,16.0,11.0,2.0,94.0,0.0,177.0,7.0,0.0,255.0,2.0,564.0,184.0,96.0,282.0,
80008,Bronx,40.0,38.0,10.0,234.0,2.0,434.0,31.0,0.0,648.0,11.0,1448.0,465.0,244.0,726.0,
80009,Bronx,17.0,10.0,4.0,109.0,0.0,169.0,9.0,0.0,272.0,3.0,593.0,178.0,113.0,299.0,
80010,Bronx,46.0,26.0,24.0,267.0,2.0,250.0,15.0,0.0,495.0,9.0,1134.0,265.0,291.0,567.0,
80011,Bronx,65.0,28.0,17.0,220.0,0.0,356.0,20.0,0.0,533.0,8.0,1247.0,376.0,237.0,626.0,
80012,Bronx,45.0,32.0,17.0,243.0,2.0,464.0,38.0,0.0,696.0,4.0,1541.0,502.0,260.0,773.0,
80013,Bronx,75.0,42.0,11.0,237.0,2.0,483.0,31.0,0.0,665.0,9.0,1555.0,514.0,248.0,782.0,
80014,Bronx,45.0,24.0,10.0,149.0,1.0,450.0,40.0,0.0,592.0,8.0,1319.0,490.0,159.0,661.0,
80015,Bronx,68.0,36.0,10.0,194.0,1.0,532.0,19.0,0.0,672.0,12.0,1544.0,551.0,204.0,776.0,
80016,Bronx,35.0,39.0,21.0,213.0,0.0,409.0,28.0,0.0,618.0,16.0,1379.0,437.0,234.0,692.0,
80017,Bronx,65.0,45.0,13.0,243.0,3.0,522.0,32.0,0.0,721.0,19.0,1663.0,554.0,256.0,831.0,
80018,Bronx,52.0,24.0,19.0,268.0,1.0,321.0,12.0,0.0,549.0,3.0,1249.0,333.0,287.0,625.0,
80019,Bronx,35.0,14.0,24.0,246.0,2.0,229.0,19.0,0.0,486.0,18.0,1073.0,248.0,270.0,535.0,
80020,Bronx,78.0,29.0,26.0,491.0,0.0,354.0,20.0,0.0,815.0,24.0,1837.0,374.0,517.0,922.0,
80021,Bronx,115.0,29.0,10.0,182.0,6.0,422.0,47.0,0.0,533.0,18.0,1362.0,469.0,192.0,677.0,
80022,Bronx,118.0,6.0,10.0,117.0,0.0,290.0,7.0,0.0,306.0,1.0,855.0,297.0,127.0,430.0,
80023,Bronx,72.0,31.0,33.0,436.0,2.0,368.0,24.0,0.0,778.0,12.0,1756.0,392.0,469.0,881.0,
80024,Bronx,44.0,13.0,26.0,208.0,0.0,384.0,20.0,0.0,592.0,7.0,1294.0,404.0,234.0,649.0,
80025,Bronx,30.0,9.0,7.0,117.0,0.0,227.0,9.0,0.0,331.0,5.0,735.0,236.0,124.0,370.0,
80026,Bronx,68.0,13.0,15.0,226.0,1.0,515.0,21.0,0.0,710.0,7.0,1576.0,536.0,241.0,791.0,
80027,Bronx,14.0,14.0,5.0,38.0,0.0,195.0,3.0,0.0,216.0,1.0,486.0,198.0,43.0,244.0,
80028,Bronx,8.0,1.0,0.0,19.0,0.0,86.0,2.0,0.0,98.0,,214.0,88.0,19.0,107.0,
80029,Bronx,49.0,20.0,17.0,160.0,1.0,467.0,10.0,0.0,607.0,16.0,1347.0,477.0,177.0,676.0,
80030,Bronx,55.0,25.0,11.0,180.0,3.0,494.0,22.0,0.0,654.0,24.0,1468.0,516.0,191.0,734.0,
80031,Bronx,17.0,8.0,8.0,86.0,0.0,260.0,2.0,0.0,338.0,4.0,723.0,262.0,94.0,363.0,
80032,Bronx,19.0,13.0,4.0,72.0,2.0,178.0,7.0,0.0,231.0,2.0,528.0,185.0,76.0,263.0,
80033,Bronx,6.0,5.0,3.0,17.0,0.0,78.0,2.0,0.0,90.0,,201.0,80.0,20.0,101.0,
80034,Bronx,54.0,19.0,11.0,122.0,1.0,565.0,12.0,0.0,647.0,4.0,1435.0,577.0,133.0,720.0,
80035,Bronx,55.0,48.0,22.0,166.0,1.0,605.0,29.0,0.0,729.0,5.0,1660.0,634.0,188.0,832.0,
80036,Bronx,16.0,11.0,2.0,60.0,1.0,288.0,14.0,0.0,340.0,3.0,735.0,302.0,62.0,367.0,
